review,rating
"My wife is not satisfied with this phone due to small screen and  it is showing 3g network, because of this internet is not working how to return ?READ MORE",1
"Feel like using iphone5/6. If you are iphone lover just because of look and feel then do not buy this, you will be hugely disappointed(Dont know why the apple logo has been moved down). At this rate you could buy any good phone, do not waste money on SE instead get XR. Disappointed with Camera too. Very soon the prices will drop for sure.READ MORE",2
Worst. No battery backup.keep one power bank along with you 24 hrs. Poor camera quality. We didn't get the invoice also from the seller after one month from the date of purchase.READ MORE,1
OwsumREAD MORE,5
"While charging with a 20Watt charger, there is a leakage of electricity from its earpiece. You can feel this and ca check this even with a tester. And the worst part is no one, either apple team or the flipkart team, will help you.READ MORE",1
Not given chargerREAD MORE,1
Guys don't perchage this phone Adapter cable and earphone is not available this product Plz don't perchage this phone plz i request you all every oneREAD MORE,1
"I bought this phone to replace my galaxy note 9 as it had started failing. I was extremely disappointed with Samsung for allowing a flagship phone with the highest spec (512GB  variant) to fail within 1and 1/2 years and decided to switch brands.After reading all reviews about the iphone se 2020 - I thought that even if it did not perform anywhere near the note 9 but lasted for 3-4 years I would be happy.After using the iphone for more than a week now, I am mildly disappointed. Reasons:1. ...READ MORE",3
Just received today only .excellent camera .. had been waiting since long. Although a bit large for one hand use.🥺Till next SE launch👍🏻😂READ MORE,4
"Pros:Handy, High performance, Built Quality and CameraCons:Qi charger need to buy separately.3.5mm Jack doesn't support.There is only 5000 bucks price difference between 64Gb and 128 Gb.READ MORE",4
Everything is okOnly there is no option to direct call Through VolTeREAD MORE,4
"The phone is short and petite, camera quality isn't upto the mark as an iPhone should be, I've used iPhone 6, 7, 8 Plus and 11. This is the worst camera out of all. The battery life isn't that great, and the phone heats up quite quickly like a microwave machine, it's scary at times. Still testing it, if I come to know of any more loopholes, would re-edit my review. Over all, would choose Nokia 8 over iPhone Gen.READ MORE",3
Very happyREAD MORE,5
Batter position is very weekREAD MORE,1
Battery is disappointing Screen seems very small if you were using big screen phone earlierREAD MORE,1
"Display size is outdated, battery is poor but camera and performance are greatREAD MORE",2
Waste my moneyREAD MORE,1
I found some word like CE under the Apple logo in I phone se2 and also others. and same that not found in others I phone se2...thats whyREAD MORE,1
Very bad experience customer support team rudely misbehavingREAD MORE,1
I have ordered one more same phone but not yet delivered to me so delivery is very much badREAD MORE,1
I didnt like Iphone SE.READ MORE,1
"Mobile is good very good, but battery backup is very very poor. Cant expect from Apple. this is my 1st apple mobile i buy in pandemic situation. He is upsate me like COVID - 19.Very disappointing from apple.READ MORE",3
"Nice phone in the Apple ecosystem with the latest chip, well doneREAD MORE",5
"The Phone is very fragile, i just dropped the phone from 3 feet height and the whole back glass is shattered.never expected apple to make such a cheap quality phone.READ MORE",1
Not better than android ❤️❤️READ MORE,1
in mobile box sim remove tool pin not avilabeREAD MORE,3
Waste of money no charging adaptor no earphone don't buy please don't buy don't buy don't buyREAD MORE,1
Cable quality worse Camera quality not good as expectedREAD MORE,2
"Review after using this phone for 2 monthsPros - Camera in day light is very goodPerformance is awesome, the phone doesn’t lags at allCons-Battery - the biggest issue with this phone is battery. It doesn’t survives the entire day. Also, note I am an average user and do not play Pubg or high end games. But still the phone doesn’t survives the entire day.No night mode in camera, so low light pictures are not good. If you click pictures after sunset, then this phone is not for you. Pict...READ MORE",2
SuperREAD MORE,5
Lovely product battery much betterREAD MORE,5
Camera is very bad😡😡READ MORE,1
Very small size and very very week battery backup.Over all phone is not that much good as u expect.READ MORE,1
Nice phoneREAD MORE,5
Good porformence but very small phone and battery is not goodREAD MORE,3
Hitting issue ... While watching youtube and Instagram.READ MORE,2
"Phone is good for someone who is looking for a device which is small and handy, nowadays lots of phone are bigger in sizes and people with small hands, should try their hands on this phone. Battery is okay, if you are heavy user, you would have to charge phone twice or in some cases thrice a day. Camera is amazing, it helps you click good pictures. Worth buying in 2021? If you are minimal, and wanna use premium phone for your basic needs, and also, wanna show off, you can consider buying this...READ MORE",4
..As good as always..Apple🍎READ MORE,5
"Awesome! Battery has improved with iOS 14.6 update, camera night mode can be improved, alternative app neuralcam for night modeREAD MORE",5
"I am using it for almost 2 weeks..awesome in this price..every aspect is good..battery backup is also good not sure why battery rating in flipkart is so less..I am also a Youtuber, from that aspect this is also very worthy..overall a very good product.READ MORE",5
AvarageREAD MORE,4
GudREAD MORE,5
Everything is good im returning it for one resean it is too small for me i cantREAD MORE,3
Excellent phoneREAD MORE,4
good mobileREAD MORE,4
GudREAD MORE,5
Nice phoneREAD MORE,5
Very powerful phoneREAD MORE,4
Very small size and very very week battery backup.Over all phone is not that much good as u expect.READ MORE,1
Nice phoneREAD MORE,5
Very niceREAD MORE,5
Good porformence but very small phone and battery is not goodREAD MORE,3
Hitting issue ... While watching youtube and Instagram.READ MORE,2
It frequently hangs and performance is similar to a high end android phoneREAD MORE,2
Chotu furiousREAD MORE,5
Mobile calling sound not properREAD MORE,1
SuperbREAD MORE,5
BattaryREAD MORE,1
Its a fine product but not for heavy user .READ MORE,4
This product is awesome and value of moneyREAD MORE,5
Speechless......READ MORE,5
Nice iPhoneREAD MORE,5
1. Screen is very small and touch response is not good. 2. Batary is very very poor. Half day backup only. 3. Only who want a phone for calling and whatsApp purpose they can buy it for a secondary phone.READ MORE,1
Nice phoneREAD MORE,5
"A good phone for ladies according to the size. Compact and handy with a lot of powerful features.Best camera, classic look, powerful processor and of course an Apple product which is a style statement.Battery is very good. Efficient for 1 day usage. Don't go with the negative reviews, just experience the iPhone. Worth it.READ MORE",5
Great productREAD MORE,5
Nice productREAD MORE,5
"iPhone SE is good one in this range. It sold without charger & ear phone so this is disappointment with this.In my case,phone was already died on battery so urgently buy charger to start at very first time.Battery is good,3-4 hour screen time and 8 hour for idle state.This is good for normal use.Overall good phone in 31K.READ MORE",3
It's a used iPhone.READ MORE,1
Great value for money phone.READ MORE,4
Best in segment if we keep battery asideREAD MORE,5
"I feel cheated since I brought the phone when it was 37,000 rs but now the price is dropped to 31,000The quality of phone is top notch, it's a pretty beautiful phone to look at and highly fragile, so you better not drop it or put a cover and tempered glass, the display is good abet lower resolution and performance of chipset is top notch, if the screen was bit bigger,it would have been a suitable gaming phone, those with small hands, rejoice cause this phone is build especially for you. I be...READ MORE",4
Camera is awesomeREAD MORE,5
Good one but battery is not impressiveREAD MORE,4
No charging adapter and headphones in the box:(READ MORE,1
GoodREAD MORE,5
AvarageREAD MORE,4
Everything is good but only battery issue ..!! If your playing game ..!! If ur Norma user no problem u can enjoy ..READ MORE,4
GudREAD MORE,5
Everything is good im returning it for one resean it is too small for me i cantREAD MORE,3
Excellent phoneREAD MORE,4
Nice ProductREAD MORE,5
The product is really good but FlipKart customer care is worst.READ MORE,3
I am using an iphone for the first time and i love it. The battery is not that bad if u r a moderate user the battery will go for around 8 hours which is quite good. The feel is very premium and at this price range its the best iphone. The Processor is very fast and everything seems smooth and fine.READ MORE,5
"Awesome phone, but battery back up is horrible!READ MORE",5
Excellent for small iphone categoryREAD MORE,5
Good deal thanks flipkartREAD MORE,5
GoodREAD MORE,5
Overall goodREAD MORE,5
Nice mobile phonee!!READ MORE,5
iPhone se battery backup very poor 1800 mah battery not a 2 generation phone .READ MORE,3
Camera quality is really good.READ MORE,4
From 6s to this … fully satisfiedREAD MORE,4
Good fone at this price(if u choose apple product)READ MORE,5
"New product and on day one, cant hear anything. Poor support from FlipkartREAD MORE",1
"In a frenzy world of big screens, one have to pay a hefty price for a small screen sized smart phone that fits comfortably in your pocket and still be at par with the rest of the rest (because everyone stopped making small screen phones). The battery could be much better...sigh!READ MORE",3
AwesomeREAD MORE,4
AMAZINGREAD MORE,5
The processor is very good but the better performance is not value for money. I can play game 2 hrs after it's fully chargedREAD MORE,4
NiceREAD MORE,4
Best buget fon everREAD MORE,5
ExcellentREAD MORE,5
Awesome product from apple. Design is almost similar to i phone 6 to iphone 8 kind of models. But performance it has the latest apple chipset. And design is smooth. Camera quality is also great.READ MORE,5
Getting heat while charging and battery drains earlyREAD MORE,4
BattaryREAD MORE,1
Its a fine product but not for heavy user .READ MORE,4
This product is awesome and value of moneyREAD MORE,5
Speechless......READ MORE,5
Nice iPhoneREAD MORE,5
"As usual, no specific review for iphone. .all know iphone n iOSREAD MORE",4
1. Screen is very small and touch response is not good. 2. Batary is very very poor. Half day backup only. 3. Only who want a phone for calling and whatsApp purpose they can buy it for a secondary phone.READ MORE,1
Nice phoneREAD MORE,5
"I made good choice, phone working well. Only thing as this phone doesn’t have audio out plug till now I am unable to get audio jack. Using Bluetooth head phone. Working well.READ MORE",4
Super 🥰🥰😘😘😘READ MORE,5
must buyREAD MORE,5
Value for moneyREAD MORE,5
Very goodREAD MORE,5
Excellent productREAD MORE,4
Best phone when you buy you will reliseREAD MORE,5
good productREAD MORE,5
Genuine product … good buyREAD MORE,4
Nice phoneREAD MORE,5
Use for official bestREAD MORE,5
Best PhoneREAD MORE,5
Excellent battrey is not satisfiedREAD MORE,5
Very happy! I gifted my mom . She loved it.READ MORE,5
It's a good product and value for money. Screen size also perfect. Budget friendly gadget.READ MORE,5
Good.READ MORE,5
Nice mobile i am satisfiedREAD MORE,5
"This is an awesome phone.,The camera is ridiculous and thankyou apple for giving such a good camera and processor on a budget phone.READ MORE",5
GoodREAD MORE,5
Affordable.....Simple and HandyREAD MORE,4
goodREAD MORE,3
Battery is not supportingREAD MORE,3
Top class camera with security.READ MORE,5
Awsme product ❤️❤️READ MORE,5
Product is good but I don't know why there are two speaker grill !as there are only one is on working ! What should I do if anyone suggest!READ MORE,4
"First iPhone as per my budget, thanks to Flipkart for providing it in a discount price. Purchased it for the strong privacy features of an iOS.Reviewing after 5 days of use,Battery: Need to use very sincerely or use 20w adapter for 100% charge in 1 hour.Camera: GoodPerformance: Very good, 1 app to another app opening performance very smooth.Size: awesome, It's very handy to use by one palm and fingers only.Keyboard: After using 6inch Android smartphone its takes time to input the da...READ MORE",4
Good oneREAD MORE,5
GoodREAD MORE,5
Good phone for those who doesnt want full screen and who wants fingerprint sensorREAD MORE,5
Good purchaseREAD MORE,5
goodREAD MORE,5
Good phoneREAD MORE,5
Good quantityREAD MORE,4
An amazing phone with an impackable flagship processer best mobile parents and adultsREAD MORE,5
This device is such goodREAD MORE,5
SuuuperREAD MORE,4
GoodREAD MORE,5
GoodREAD MORE,5
"The budget Iphone , best for normal useREAD MORE",5
Good deal thanks flipkartREAD MORE,5
GoodREAD MORE,5
Overall goodREAD MORE,5
Nice mobile phonee!!READ MORE,5
iPhone se battery backup very poor 1800 mah battery not a 2 generation phone .READ MORE,3
From 6s to this … fully satisfiedREAD MORE,4
Good fone at this price(if u choose apple product)READ MORE,5
"New product and on day one, cant hear anything. Poor support from FlipkartREAD MORE",1
"In a frenzy world of big screens, one have to pay a hefty price for a small screen sized smart phone that fits comfortably in your pocket and still be at par with the rest of the rest (because everyone stopped making small screen phones). The battery could be much better...sigh!READ MORE",3
AwesomeREAD MORE,4
AMAZINGREAD MORE,5
The processor is very good but the better performance is not value for money. I can play game 2 hrs after it's fully chargedREAD MORE,4
NiceREAD MORE,4
Best buget fon everREAD MORE,5
niceREAD MORE,5
camera quality is the bestREAD MORE,5
Great performance Good camera and battery is not so good .READ MORE,5
I loved it after started using iPhone I become a fanREAD MORE,5
NiceREAD MORE,5
Everything is good except battery... buttery drain so so fastREAD MORE,4
Very goodREAD MORE,5
The batter lasts a day with no videos playing.The voice quality during calls is greatThe camera is good and took wonderful shots The speakers are good tooREAD MORE,4
Loud speaker is create clear sound .READ MORE,4
A1 phoneREAD MORE,5
goodREAD MORE,5
Finally back to apple family. Thanks Flipkart for the offers.READ MORE,4
Frequent call drops which cannot be attributed to the network provider since the same sim delivers much better performance in other handsets.  Battery back up is worse.READ MORE,1
"Awesome performance, great feel.READ MORE",5
Value for money.READ MORE,5
"A great phone for small phone lovers 🙂. Battery is not that great as I have already read that. I switched from Android to this iPhone. It doesn't have that great level of battery and camera but performance, speaker, flash🙂, fingerprint sensor, overall software, call quality are just phenomenal. Although there are some cons but when you hold it and use it, it surely feels upmarket at this price point. It is so light in weight and super handy that looking and using it for some time will make ...READ MORE",4
i have received phone with no charger and ear phones. only i got wireless charger. Should i buy separate charger ? and no hear phonesREAD MORE,1
NiceREAD MORE,5
"See in the box charger adapter is not there , and ear phone is not there, this is quite disgusting. Since I have been ordered many items in Flipkart.READ MORE",1
Excellent Product..Worth the Price..READ MORE,5
Love it yey!!READ MORE,5
Worth to buy it...and excellent qualityREAD MORE,4
Satisfying qualityREAD MORE,5
Great phone but not for everyone 👍🏻READ MORE,5
Very Very nice product.READ MORE,5
Best productsREAD MORE,5
"Best compact phone ,camera is excellent Battery is average Display is very nice Performance is a power house🔥🔥🔥READ MORE",5
"Beautiful,Finally my Dream comes trueREAD MORE",5
The phone is superb bug seller didn’t provide a power adapter a d ear buds ... can go with iphone 2020  iphone 12 ...READ MORE,4
"Phone is good,but camera is dispointingREAD MORE",4
value for moneyREAD MORE,5
Lost it the second day i bought t this🙃 the product was awesome😊READ MORE,5
This is my first iPhone. I loved it. Value for money. Except battery all other things are splendidREAD MORE,5
"I am very very happy to have an iPhone,be it the smaller one but speed is same because it's having the same chip as other variants. I am from the taxpayer but least looked after society. This purchase has made my dream come true courtesy filpcart,the only & little disappointment is that I wanted any colour but white but due to non availability of other colours, I grabbed it. Thanks Flipkart !!!READ MORE",5
Nice product Happy thanks flipcartREAD MORE,5
Very goodWorth the moneyREAD MORE,5
AwesomeREAD MORE,5
"First time apple user. loved it. Its a phone exactly how phones were meant to be. Usable with one hand. Compact. High Performance. Clean Display. Clear sound. Perfect for an office person, Trader and music loverREAD MORE",5
Yaa good but small display for this you must have an ipad...then it will be perfectREAD MORE,4
GoodREAD MORE,3
Pls call the sound is not workingREAD MORE,1
The product is goodREAD MORE,4
Nice products It's really lovelyREAD MORE,4
Best one !READ MORE,5
"When I apply it on charging, it feels like earthing And when I put it on charging then  start getting hot and gets very hot.READ MORE",2
Super♥️READ MORE,5
Battery performance is so poorREAD MORE,1
Overall performance of the phone is mind blowing 🥰🥰🥰Works smoothly with high load apps and not even break after falling from terrace 💪💪READ MORE,5
This phone was procured as a replacement for my 1st Generation SE which I managed to exchange. My old SE Gold(Iphone 5s form factor) was in perfect shape & no one would doubt that there was serious PCB fault which was giving me fast drain of battery(Percentage Indication) No Signal of the service provider from time to time. To get it serviced was not a choice. Moreover I have an Apple watch Series 3 to go in tandem.I believe the purchase saved me from making my old SE a beautiful Paper weigh...READ MORE,4
Really its niceREAD MORE,3
as expected😊READ MORE,5
AmazingREAD MORE,5
Worst battery life....rest All goodREAD MORE,4
Best phone of appleREAD MORE,5
OkREAD MORE,4
Stopped working even before using for 1 month.READ MORE,1
Timing is grate..!READ MORE,4
Nice product ..READ MORE,4
This is not charged for properlyREAD MORE,1
awesome phone my first iPhone it's amazing and thanks to flipkartREAD MORE,5
The best phone in its budget... Dont worry for battery.... it lasts for a full day if u r not a very heavy userREAD MORE,5
Best phone everREAD MORE,5
FantasticREAD MORE,5
Need more powerful battery to carry A13 BionicREAD MORE,5
Ear piece quality is not good. Bad audibility. Not happy.READ MORE,3
Totally satisfied with the product battery life is not that much good but still performance and camera quality is awesome.READ MORE,5
When I was charging the phone sometimes battery charger decreasedREAD MORE,1
Love itREAD MORE,5
Amazing ..I loved itREAD MORE,5
Battery need improvement and display is very warm .. and overall this phone is excellent over performance and user friendlyREAD MORE,5
Very goodREAD MORE,5
The batter lasts a day with no videos playing.The voice quality during calls is greatThe camera is good and took wonderful shots The speakers are good tooREAD MORE,4
Loud speaker is create clear sound .READ MORE,4
A1 phoneREAD MORE,5
goodREAD MORE,5
Finally back to apple family. Thanks Flipkart for the offers.READ MORE,4
Frequent call drops which cannot be attributed to the network provider since the same sim delivers much better performance in other handsets.  Battery back up is worse.READ MORE,1
"Awesome performance, great feel.READ MORE",5
Value for money.READ MORE,5
"A great phone for small phone lovers 🙂. Battery is not that great as I have already read that. I switched from Android to this iPhone. It doesn't have that great level of battery and camera but performance, speaker, flash🙂, fingerprint sensor, overall software, call quality are just phenomenal. Although there are some cons but when you hold it and use it, it surely feels upmarket at this price point. It is so light in weight and super handy that looking and using it for some time will make ...READ MORE",4
Before one year … facing lots of problemsREAD MORE,2
Its not dual simREAD MORE,1
Osm phone with osm dealREAD MORE,5
"Very easy to use…it’s an entry level iPhone, and due to the small screen size…it’s very handy.READ MORE",5
Thank you FlipkartREAD MORE,5
Overall the best phone in this price range.READ MORE,5
Nice product. Awesome delivery! Less than 24 hours!READ MORE,5
SuperbREAD MORE,5
Battery back up is very lowREAD MORE,4
Original Beautiful Product Good Service FlipkartREAD MORE,5
Apple only buy for a brand and security..not for speciations..compared to other brands specifications are very less in this worthREAD MORE,4
Very good phone..worth money but Battery back up is poorREAD MORE,4
"I purchased it in 29,999 and it's a good in this price.READ MORE",5
AwesomeREAD MORE,5
PerfectREAD MORE,5
Very good mobile in small sizeREAD MORE,5
Nice productREAD MORE,4
Except battery all Good.Normal usage a very good phone.READ MORE,5
Very good spec from the price point for entry level iphoneREAD MORE,5
"I am not happy with the battery backup, other than that everything seems to be value for money.READ MORE",5
Working smoothly as expected by Apple.READ MORE,5
Good product..value for the moneyREAD MORE,5
Great ExperienceREAD MORE,5
"Great phone within this budget, no doubt..!READ MORE",5
This piece is not work & is very warm Filipcart very bad companyREAD MORE,1
No better phone to get into apple ecosystem Performance is just unbeatableREAD MORE,5
Nice products It's really lovelyREAD MORE,4
Best one !READ MORE,5
"When I apply it on charging, it feels like earthing And when I put it on charging then  start getting hot and gets very hot.READ MORE",2
Super♥️READ MORE,5
Battery performance is so poorREAD MORE,1
Overall performance of the phone is mind blowing 🥰🥰🥰Works smoothly with high load apps and not even break after falling from terrace 💪💪READ MORE,5
This phone was procured as a replacement for my 1st Generation SE which I managed to exchange. My old SE Gold(Iphone 5s form factor) was in perfect shape & no one would doubt that there was serious PCB fault which was giving me fast drain of battery(Percentage Indication) No Signal of the service provider from time to time. To get it serviced was not a choice. Moreover I have an Apple watch Series 3 to go in tandem.I believe the purchase saved me from making my old SE a beautiful Paper weigh...READ MORE,4
Really its niceREAD MORE,3
as expected😊READ MORE,5
AmazingREAD MORE,5
Worst battery life....rest All goodREAD MORE,4
Best phone of appleREAD MORE,5
OkREAD MORE,4
Stopped working even before using for 1 month.READ MORE,1
1.Good performance2.Call quality  is very clear3.Nice camera4.Phone is handy5.Fast chargingREAD MORE,5
I can't express in words .means that mind-blowing amazing I love it💕💕READ MORE,5
"Great device in all aspects, performance, excellent camera, 4K video, sound quality.READ MORE",5
"It worked pretty good for a month, but now I'm facing issues in call volume. It doesn't matter if the noise cancellation is on or off, the call volume is still low!READ MORE",2
Very badREAD MORE,2
"I started using iPhone since 2016 with iPhone 6, 16GB. I fell in love with iOS & I knew my next change will be iOS only. This change was mainly for space. So I opted for 256GB. It would be better if red colour with 256GB was available.READ MORE",5
Battery charging is very poor.READ MORE,3
"Really disappointed with battery backup, not even 4 to 5 hours used and battery is gone to end....  I just remarked don't purchase if u are highly mobile using...READ MORE",1
"Good phone , battery backup is just okay not as expected , good sound quality , built quality.READ MORE",4
This is my first apple phone. I am purchased for display size and camera quality. I am satisfied for these two. The only concern is battery. This phone not suitable for heavy gamers. And continue users.READ MORE,5
Best oneREAD MORE,5
Very nice phoneREAD MORE,5
Very good mobile.READ MORE,5
After two months front camera stopped workingREAD MORE,3
Good QuailityREAD MORE,4
Nice products bat smallREAD MORE,5
NiceREAD MORE,5
"It has been half a month since I bought this phone. The camera is awesome. The display is very neat, except that the screen can be a little small for people who are used to bigger phones. Siri is always helpful. As for the cons, the battery isn’t very impressive but it works for me since I don’t play games on it. Another issue of mine is transferring files between my iPhone and windows PC; it was much easier and faster with my android.READ MORE",5
Nice product from appleREAD MORE,5
i love it just amazing in every field. those who love small and powerful phone they can go for it. superb performanceREAD MORE,5
AwesomeREAD MORE,5
Camera and performance is good. You can play heavy games by connecting to a Xbox controller… but screen is so small to play in phone.. battery is good for lite usage lasts for 1 dayREAD MORE,4
Best device I ever feel in my handsREAD MORE,5
"Packaging is good, phone in excellent condition,fast charging not well as mantioned overall is excellent value for money.READ MORE",5
Nice productREAD MORE,5
Good device no lag super fast performanceREAD MORE,4
Thank you flipkart for the delivery on timeREAD MORE,5
Simple & DeligantREAD MORE,5
SuperREAD MORE,5
Nice productREAD MORE,4
Nice product. Awesome delivery! Less than 24 hours!READ MORE,5
SuperbREAD MORE,5
Battery back up is very lowREAD MORE,4
Original Beautiful Product Good Service FlipkartREAD MORE,5
Apple only buy for a brand and security..not for speciations..compared to other brands specifications are very less in this worthREAD MORE,4
Very good phone..worth money but Battery back up is poorREAD MORE,4
Worst batteryREAD MORE,2
Marvalas productI'm very satisfiedREAD MORE,5
e-Sim is not working properly rest all the features are awesomeREAD MORE,5
most popular phone in 2021READ MORE,5
Great performance but poor battery backupREAD MORE,5
"Except battery, everything is awesomeREAD MORE",5
"Good buy below 30K especially if you a IPhone lover. Great new specs in a small body. Really smooth. Unless, size is what you are looking for, this should be a perfect buy!!READ MORE",5
Just go for it! You will never regret after purchasing it.READ MORE,5
"Phone getting auto shut down, after discharging entire battery, again phone startedREAD MORE",1
"Price worth product, easy to handleREAD MORE",4
Best phone of apple in afordable priceREAD MORE,5
loved itREAD MORE,5
Apart from battery and screen everything is super.READ MORE,4
Nice productREAD MORE,5
Awesome purchaseREAD MORE,5
Good and value for money but has touch issuesREAD MORE,5
ImpressREAD MORE,4
I phone is amazing at this price. Superb performanceREAD MORE,4
This mobile was AwesomeREAD MORE,5
This Mobile was AwesomeREAD MORE,5
This mobile was AwesomeREAD MORE,5
Good for moneyREAD MORE,5
Started using. First iphone. So learning. Found smooth and comfortableREAD MORE,5
One of the Best phone in 30K in universe.READ MORE,5
"Pros: phone is sleek and easy to use, supporting iOS 14, display quality is awesome, camera is outstandingCons: battery backup is less as compared to its priceREAD MORE",4
Awesome phoneREAD MORE,5
Best product and working goodREAD MORE,5
Love the compact size. Taking a bit of time to be comfortable iOS as I have been using android for 10 years.READ MORE,5
"It's a phone I gifted to my mother, she faced a few issues in the beginning since she shifted from Android to iOS, but now she uses it with ease and likes the performance too!READ MORE",5
GoodREAD MORE,5
A perfect phone for some one who needs a pocketable phone with solid chip set and wonderful crisp display.. Apple ohones are different class..my son is enjoying it. But don't forget to buy a nice case for it..as the phone is small and smooth to easily slip out..I bought a nice case at a good discount..czartech transparent back cover at 439/-READ MORE,5
If you are an I phone user and you want compact budget phone then this is for youREAD MORE,4
If you are looking for a reliable phone there is no other brand better than appleREAD MORE,5
I’m loving this phoneREAD MORE,4
It’s apple And Flipkart is for authentic productsSo at this price can’t expect moreREAD MORE,4
Excellent phoneREAD MORE,5
Good but battery not goodREAD MORE,5
More expectationsREAD MORE,4
Good phone images SuperbREAD MORE,5
niceREAD MORE,5
Good one.READ MORE,5
The battery drains faster than u can imagine Rest all features are goodREAD MORE,3
GoodREAD MORE,5
NiceREAD MORE,5
Too Good Quality ProductREAD MORE,5
NiceREAD MORE,4
Ultimate & budjet phoneREAD MORE,5
"Excellent phone, but battery backup is not satisfying. Its draining too fast. Otherwise camera, performance, looks all are excellent. Apple should do something for that problem.READ MORE",5
Phone is a very good and delivery boy behivor is goodREAD MORE,5
Good but needs omprovent in battery section .. Needs to charge 3 a day to keep it running.READ MORE,5
Best device I ever feel in my handsREAD MORE,5
"Packaging is good, phone in excellent condition,fast charging not well as mantioned overall is excellent value for money.READ MORE",5
Nice productREAD MORE,5
Good device no lag super fast performanceREAD MORE,4
"Camera quality is excellentTouch response is awesomeBattery drains too quickly if any app is open for more than half an hour( I was on whatsapp and Telegram call)If you can carry a power bank with you, this phone is very good. 7 -8 hours time if we keep this phone on and run apps. I am a moderate user. I am charging this phone only once per day. And, Thanks to Flipkart 😊READ MORE",5
It’s my 5th iPhone. Compact beast as usual.READ MORE,5
One of the best phone i ever use.    Best camera and value for money.    Slightly battery is less but good productREAD MORE,5
Cheap and best I phone delivered efficientlyREAD MORE,4
Value for moneyREAD MORE,5
"received the product at perfect timing, in-spite of the lockdown hassleskudos flipkartREAD MORE",5
Really worth it😇READ MORE,5
Awesome product ..best iPhone in budget. I got at fair price. Best design. Best handy sized phone.. performance is best as iPhone always does.READ MORE,5
Very Nice PhoneREAD MORE,5
ExcellentREAD MORE,5
This is totally an awesome product this was my first an apple product I use really really good performanceREAD MORE,5
Dream PhoneREAD MORE,5
Very good phone but one thing is missing that No adapter let gave in with iPhoneREAD MORE,5
Mind blowing phoneREAD MORE,5
Great deviceREAD MORE,5
This phone is so good and the quality of the product is simply amazing Go for it!  worth of moneyREAD MORE,5
"Good buy below 30K especially if you a IPhone lover. Great new specs in a small body. Really smooth. Unless, size is what you are looking for, this should be a perfect buy!!READ MORE",5
Just go for it! You will never regret after purchasing it.READ MORE,5
"Phone getting auto shut down, after discharging entire battery, again phone startedREAD MORE",1
"Price worth product, easy to handleREAD MORE",4
Best phone of apple in afordable priceREAD MORE,5
loved itREAD MORE,5
Apart from battery and screen everything is super.READ MORE,4
Nice productREAD MORE,5
Awesome purchaseREAD MORE,5
Good and value for money but has touch issuesREAD MORE,5
ImpressREAD MORE,4
I phone is amazing at this price. Superb performanceREAD MORE,4
This mobile was AwesomeREAD MORE,5
This Mobile was AwesomeREAD MORE,5
This mobile was AwesomeREAD MORE,5
Good for moneyREAD MORE,5
Started using. First iphone. So learning. Found smooth and comfortableREAD MORE,5
One of the Best phone in 30K in universe.READ MORE,5
"Pros: phone is sleek and easy to use, supporting iOS 14, display quality is awesome, camera is outstandingCons: battery backup is less as compared to its priceREAD MORE",4
Awesome phoneREAD MORE,5
Best product and working goodREAD MORE,5
Love the compact size. Taking a bit of time to be comfortable iOS as I have been using android for 10 years.READ MORE,5
"It's a phone I gifted to my mother, she faced a few issues in the beginning since she shifted from Android to iOS, but now she uses it with ease and likes the performance too!READ MORE",5
GoodREAD MORE,5
A perfect phone for some one who needs a pocketable phone with solid chip set and wonderful crisp display.. Apple ohones are different class..my son is enjoying it. But don't forget to buy a nice case for it..as the phone is small and smooth to easily slip out..I bought a nice case at a good discount..czartech transparent back cover at 439/-READ MORE,5
If you are an I phone user and you want compact budget phone then this is for youREAD MORE,4
If you are looking for a reliable phone there is no other brand better than appleREAD MORE,5
I’m loving this phoneREAD MORE,4
It’s apple And Flipkart is for authentic productsSo at this price can’t expect moreREAD MORE,4
Excellent phoneREAD MORE,5
Phone is goodREAD MORE,3
"When phone is locked, proximity sensor is not working!! After the call is finished, still the screen is BLACK most of the times. Even if light shows up, i am NOT able to disconnect (press the Red button) the call, NOT able to put speaker, NOT able to press any key  at aIl !!! Its like freezing. DISAPPOINTED :(  I am placing the return order! NOTE: TRIED ALL WORK AROUNDS LIKE RESTARTING, FORCE RESTART, UPDATING THE OS etc.READ MORE",2
In this budget for Apple the product is good to use and definitely the feel is premium.READ MORE,4
"After using 10 days it's running so smooth and i think it's a best product for me, thanks to Apple.READ MORE",5
Liked it a lot 👍READ MORE,5
AwesomeREAD MORE,5
Loved the product 😍READ MORE,5
BestREAD MORE,5
All exellent but only one apple logo😝expected twoREAD MORE,4
Awesome phone..READ MORE,4
I am loving thisREAD MORE,5
Go for it..design may be old but performance match the latest editions..READ MORE,5
Nice value for money.... GreatREAD MORE,5
Simple yet stylish look and touch is just awesomeREAD MORE,5
As usual Apple is AppleREAD MORE,5
"Best offer, very handy and stylish phoneREAD MORE",5
Really superb phone.  Its really superb then what i expected.READ MORE,5
"everyday it gets switched off 5 to 6 times , irritating after spending so much money.READ MORE",1
Go for it only if you want an IPhone.Otherwise not recommended at this priceREAD MORE,4
"Received a update IOS 14.5.1, performing well then previous version.READ MORE",5
Brilliant and awesomeREAD MORE,4
The mobile working well as expected but while taking calls the battery discharge is moreREAD MORE,4
